Word            Total Cum%    NN    VB    DT  PREP   ADJ    PN    CJ   ADV   QNT   SYM    UH
canisters           1   98     1     0     0     0     0     0     0     0     0     0     0
canker              1   98     1     0     0     0     0     0     0     0     0     0     0
Canneries           1   98     1     0     0     0     0     0     0     0     0     0     0
Cannibal            1   98     1     0     0     0     0     0     0     0     0     0     0
cannibalistic       1   98     0     0     0     0     1     0     0     0     0     0     0
cannibals           1   98     1     0     0     0     0     0     0     0     0     0     0
cannonball          1   98     1     0     0     0     0     0     0     0     0     0     0
canonist            1   98     1     0     0     0     0     0     0     0     0     0     0
cant                1   98     1     0     0     0     0     0     0     0     0     0     0
cantaloupe          1   98     1     0     0     0     0     0     0     0     0     0     0
canted              1   98     0     0     0     0     1     0     0     0     0     0     0
Canteloube          1   98     1     0     0     0     0     0     0     0     0     0     0
canter              1   98     1     0     0     0     0     0     0     0     0     0     0
cantered            1   98     0     1     0     0     0     0     0     0     0     0     0
Canticle            1   98     1     0     0     0     0     0     0     0     0     0     0
cantilevers         1   98     1     0     0     0     0     0     0     0     0     0     0
canting             1   98     0     0     0     0     1     0     0     0     0     0     0
cantles             1   98     1     0     0     0     0     0     0     0     0     0     0
Cantonese           1   98     1     0     0     0     0     0     0     0     0     0     0
cantonment          1   98     1     0     0     0     0     0     0     0     0     0     0
Canute              1   98     1     0     0     0     0     0     0     0     0     0     0
canvassed           1   98     0     1     0     0     0     0     0     0     0     0     0
canvassing          1   98     0     1     0     0     0     0     0     0     0     0     0
canyonside          1   98     1     0     0     0     0     0     0     0     0     0     0
cap'n               1   98     1     0     0     0     0     0     0     0     0     0     0
cap-and-ball        1   98     0     0     0     0     1     0     0     0     0     0     0
capably             1   98     0     0     0     0     0     0     0     1     0     0     0
capacious           1   98     0     0     0     0     1     0     0     0     0     0     0
capacitance         1   98     1     0     0     0     0     0     0     0     0     0     0
capacitors          1   98     1     0     0     0     0     0     0     0     0     0     0
Capek's             1   98     1     0     0     0     0     0     0     0     0     0     0
Capellan            1   98     1     0     0     0     0     0     0     0     0     0     0
Capello             1   98     1     0     0     0     0     0     0     0     0     0     0
